Branch Name,Company Name,SAP_CODE,Company Type,Brand,Part No,Part Description,Part Type,ASC_GOOD_STOCK,ASC_DEFECTIVE_STOCK,Engg Good Stock,Engg Defective Stock,Total Fresh Stock,Total Defective Stock,DAMAGE STOCK
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64267,DRIP TRAY GT SMALL AI,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64278,MAHA CHOPPER BLADE/END/DLX ATL,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64279,MAHA ATTA KNEADER BLADE/ENDU/DLX ATL,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64351,POWER IC 1V2/3/VS/AL3/IR2/25P/R/22C/XP/A,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64407,MU JAR SPROCKET 3 PCS MCH6J/TERA/END/PRO,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64416,MOTOR STY/ELE/VIS/VIS PL/TEON PL 750W,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64426,FAN PIC10/6V2/14/3V3/31V4/25P/22C/XP/ATN,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64446,BODY FRAME GT 04,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64476,LAMP UNIT PRWO 1.8-2,PART,0,0,0,1,0,1,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64487,ALU.BUSH PLATE ASLY OT STY/V2/ELV2/IV/FU,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64589,MOTOR POPU/MIST-550W/DEL-600W,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64632,GLASS FOR GTM 02/GTM 02 PLUS/GTD 02,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64634,GLASS FOR GTM/D/PL/SQ/AT/IRPL04 585X500,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64658,HEATING ELEMENT PRWO 1.4-2,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64699,CHUTNEY JAR ASSLY-TEON,PART,0,0,2,0,2,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64713,MICROSWITCH PRWO1.8/2.8/JRC2/ROK/SM/CUTE,PART,3,0,5,0,8,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64862,KNOB GH 04 DLX/GH 03 DLX,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64863,GAS VALVE GH 03/GH 04 AI DLX,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64877,IGNITION PINSMALL GH04 AI DLX/GH03 AI DX,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64878,IGNITION PIN MEDIUM GH 04 AI/GH 03 AI DX,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64879,IGNITION PIN BIG GH04 AI DLX/GH03 AI DLX,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64890,REVOLVING NOZZLE-H TOP/PHTD2/3/HSV/EL4/E,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64898,PAN SUPPORT GTS 02/03/04,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,64925,MOTOR PCJ 7.0,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67038,GLASS FOR GTS 02 D,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67040,GLASS FOR GTS 04 D,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67043,CONNECTOR PMC 1.0,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67044,THERMOSTAT PMC 1.0,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67093,THERMOSTAT PKGSS 1.7,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67094,ON/OFF SWITCH PKGSS 1.7,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67095,CONNECTOR PKGSS 1.7,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67097,BASE CONNECTOR TOP COVER PKGSS 1.7,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67098,BASE CONNECTOR BOTTOM COVER PKGSS 1.7,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67099,SS CONTAINER BOTTOM COVER PKGSS 1.7,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67100,SS CONTAINER W/HEATING ELEMENT PKGSS 1.7,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67125,CONTROL PCB PIC 16.0,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67280,WET BLADE-HERO N/FLR/ATL/SH/VIVA/CLV,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67297,GAS VALVE BIG-PHT/PGHT/HTD2/3/HSV/BLK/E4,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67301,BURNER BASE MT TOP SMALL-PHT/PHTG,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67303,BURNER SMALL PHT/PHTD02/03/BLK/EL4/EFCA,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67304,BURNER BIG PHT/PHTD02/03/BLK/EL4/EFCA,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67307,MICRO SWITCH ASLY 4B PHT/G/ES/PHTD/HSV/E,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67308,IGNITION LEAD-PHT/PHTG ES/PHTD/BLK/EL4/E,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67312,SCREW M4-BURNER BASE TOP FIXING HOB TOP,PART,0,0,4,0,4,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67315,IGNITION SPRING PHT/GHT/ES/PHTD/BLK/EL4,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67317,KNOB FOR HOB TOP/PHTD02/03/BLK/EL4,PART,0,0,8,0,8,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67322,DRIP TRAY SMALL HOB TOP,PART,0,0,2,0,2,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67323,DRIP TRAY BIG HOB TOP,PART,0,0,2,0,2,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67324,DRIP TRAY WASHER HOB TOP,PART,0,0,2,0,2,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67325,LEG HOB TOP/PHTD02/03/BLK/EL4/EFFICIA,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67333,CONTROL PCB PIC 15.0,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67420,SWITCH PWG-05/06/07/08/ATLAS WG,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67421,MOTOR PWG 5/6/7/ATLAS/VERNA/ULT PRO/SPRK,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67422,CAPACITOR PWG 5/6/7/ATL/VERNA/UL PRO/SPR,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67423,MOTOR PULLEY PWG-05/07/08/ATLAS WG/JWG01,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67425,COOLING FAN PWG05/06/07/08/ATL/VRNA/UPRO,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67426,BELT PWG 05/06/08,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67529,MAIN PCB PIC 20.0/SUPERB,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67530,CONTROL PCB PIC 20/PIC 20 PLUS/SUPERB,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67534,FUNCTION IC PIC 20.0/SUPERB NEW,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67535,INDU COIL 20/21/22/C/25/P/27/F/A3/XP/AN,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67560,CONTROL PCB AKH 900/600 CB,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67564,MOTOR ASSEMBLY AKH 900/600 CB,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67597,BODY FRAME GTM 03 SS,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67598,BODY FRAME GTM 04 SS,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67616,SUB ASSLY WO ROLLERSTONE WGT N/PWG04/11 ,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67617,DRUM ASSLY WG T NEW/PWG 04,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67644,IGNITION LEAD PH AUTO BIG N HSV/PER/SEH,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67645,IGNITION LEAD PH AUTO SMAL NEW HSV/PER,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67648,STONE HOLDER LOCK W/SPRING PWG 04,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67650,BELT PWG 04,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67651,DRIVE WHEEL PWG 04,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67703,JET SMALL PHT TOP CNG/PNG/PHTD2/3/BLK/E4,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67720,LAMP PRWO 1.8-2 NEW,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67768,LID GASKET TEON/ENDURA/PRO/PRISM,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67944,MAIN PCB PIC 19.0/19.0 PLUS,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67945,CONTROL PCB PIC 19.0,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67951,INDUCTION COIL PIC 19.0/PLUS,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67972,ADAPTOR NAKSHATRA/PLUS,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67977,ROTARY SWITCH NAK/V2/NEO/UL/PL/SU/CL/BLI,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67979,MOTOR NAK/NEO/JEMG 103/CLSIC/JEMG02-550W,PART,0,0,0,1,0,1,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67982,DRY BLADE NAK/PL/SPR/UL/JEMG/COM/BLIS/TI,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67983,WET BLADE NK/V2/NEO/PL/SU/UL/SPR/104/GRC,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67984,CHUT BLADE NAK/V2/PL/SUPR/UL/SPR/BLIS/TI,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67992,MOTOR COUPLER NK/V2/PL/SUP/UL/SPR/JE/G/B,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,67995,CHUT SHAFT NAK/PL/SUP/UL/NEO/SPR/JEMG/ZE,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68004,CHUTNEY JAR ASSLY NAKSHATRA,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68030,PUMP ASSEMBLY AKH 600 CB/CN,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68032,KNOB-SABAF VALVE-GT MODELS/GTS GOLD,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68290,LED LAMP DKH-600 CS-B/GKH 600 CS/900 CS,PART,0,0,2,0,2,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68299,BASE BODY FOR PHT-02,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68300,MAIN PCB PIC 21.0/22.0/22C/BLISS,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68301,CONTROL PCB PIC 21.0/22.0/22C/IR PL/BLIS,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68303,BOTTOM COVER PIC 21.0/22.0/22C/IR PL/BLI,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68304,FUNCTION IC PIC 21/22/22C/IR PL/BLIS NEW,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68341,MOTOR/JAR COUPLER-ALL ROUNDER-FP,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68346,MOTOR-ALL ROUNDER-FP,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68347,MOTOR GROMMET-ALL ROUNDER-FP,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68685,DIAL PLATE-SABAF VLVE GT/GTJ/GTP/GTA/EFI,PART,0,0,2,0,2,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68744,MOTOR NAK PLUS/ULT/PL/SPR/GRC/BLIS 750W,PART,0,0,0,1,0,1,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68754,POWER CORD NAK/PLUS/SUPREME/JEMG 103/ZEN,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68757,JET SMALL FOR HOB/PHTD2/3/BLK/EL4 .7,PART,0,0,3,0,3,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68758,JET BIG FOR HT/PHTD02/03/BLK/EL4/EF .78,PART,0,0,4,0,4,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68767,GLASS FOR GT 04-ROYAL PLUS-SCHOTT,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68834,MAIN PCB PIC 16.0 PLUS,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68927,MAIN PCB PIC 25.0/27.0/ATLAS 1.0,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68928,CONTROL PCB PIC 25.0/27.0/ATLAS 1.0,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,68957,MOTOR MIST/DEL/DEL PL/PRO/SUPRA/TEON750W,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69012,PAN SUPPORT GTM PLUS 02/03/04,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69013,THERMOSTAT PKOSS1.2/1.5/1.8/V1.5/JEA313,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69014,CONNECTOR-PKOSS 1.2/1.5/1.8/V1.5/JEA313,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69015,ON-OFF SWITCH PKOSS1.2/1.5/1.8/V1.5/JEA3,PART,0,0,4,0,4,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69020,SS CONTAINER BTM COVER PKOSS 1.5 C-TYPE,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69021,SS CONT. W-HEATING EL PKOSS 1.5/VISTA,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69022,INDIC. LAMP PKOSS 1.5/1.8/VIS 1.5/JEA313,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69028,SS CONTAINER W-HEATING ELEMENT PKOSS 1.8,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69035,GAS VALVE SMALL-PHT/PGHT/TDRED/BL/SV/EL4,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69055,CONTROL PCB PIC 16.0 PLUS,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69056,CARTRIDGE PSWP 2.0 1500 L/TATTVA,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69141,OIL CUP FOR GKH 600 CS/900 CS,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69394,HANDLE ASSEMBLY PRM 3.0/05,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69400,TOP SIDE HANDLE PRM 3.0/05,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69407,BOTTOM HANDLE COVER PRM 3.0/05,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69459,MAIN PCB AKH 600/900CB PLUS/CN,PART,0,0,1,0,1,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69460,CONTROL PCB AKH 600/900CB PLUS/CN,PART,0,0,2,0,2,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69462,MOTOR AKH 600/900 CB-PLUS/CN,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69517,GLASS FOR DGT BACK-SCHOTT,PART,0,0,0,0,0,0,0
"TTK PRESTIGE LTD, VIJAYAWADA",SRI SRINIVASA ENTERPRISES,1000025025,ASC,PRESTIGE,69533,BURNER BIG JUMBO/SPL/RY NEW/PER/HSV/QU,PART,0,0,0,2,0,2,0
